,Time (s),Terminus displacement
0,0.0,0.0
1,9.99,51.92028400547622
2,19.98,124.12627914005805
3,29.97,193.35107670134244
4,39.96,254.70961359500473
5,49.95,307.883871227556
6,59.94,354.2110743346824
7,69.93,395.11314054903664
8,79.92,431.5322721519684
9,89.91,464.50519609636456
10,99.9,494.73346489879714
11,109.89,522.8409382386584
12,119.88,549.113958117691
13,129.87,574.0549124665686
