320
6.250000e+00	6.250000e+00
6.250000e+00	1.875000e+01
6.250000e+00	3.125000e+01
6.250000e+00	4.375000e+01
6.250000e+00	5.625000e+01
6.250000e+00	6.875000e+01
6.250000e+00	8.125000e+01
6.250000e+00	9.375000e+01
1.875000e+01	6.250000e+00
1.875000e+01	1.875000e+01
1.875000e+01	3.125000e+01
1.875000e+01	4.375000e+01
1.875000e+01	5.625000e+01
1.875000e+01	6.875000e+01
1.875000e+01	8.125000e+01
1.875000e+01	9.375000e+01
3.125000e+01	6.250000e+00
3.125000e+01	1.875000e+01
3.125000e+01	3.125000e+01
3.125000e+01	4.375000e+01
3.125000e+01	5.625000e+01
3.125000e+01	6.875000e+01
3.125000e+01	8.125000e+01
3.125000e+01	9.375000e+01
4.375000e+01	6.250000e+00
4.375000e+01	1.875000e+01
4.375000e+01	3.125000e+01
4.375000e+01	4.375000e+01
4.375000e+01	5.625000e+01
4.375000e+01	6.875000e+01
4.375000e+01	8.125000e+01
4.375000e+01	9.375000e+01
5.625000e+01	6.250000e+00
5.625000e+01	1.875000e+01
5.625000e+01	3.125000e+01
5.625000e+01	4.375000e+01
5.625000e+01	5.625000e+01
5.625000e+01	6.875000e+01
5.625000e+01	8.125000e+01
5.625000e+01	9.375000e+01
6.875000e+01	6.250000e+00
6.875000e+01	1.875000e+01
6.875000e+01	3.125000e+01
6.875000e+01	4.375000e+01
6.875000e+01	5.625000e+01
6.875000e+01	6.875000e+01
6.875000e+01	8.125000e+01
6.875000e+01	9.375000e+01
8.125000e+01	6.250000e+00
8.125000e+01	1.875000e+01
8.125000e+01	3.125000e+01
8.125000e+01	4.375000e+01
8.125000e+01	5.625000e+01
8.125000e+01	6.875000e+01
8.125000e+01	8.125000e+01
8.125000e+01	9.375000e+01
9.375000e+01	6.250000e+00
9.375000e+01	1.875000e+01
9.375000e+01	3.125000e+01
9.375000e+01	4.375000e+01
9.375000e+01	5.625000e+01
9.375000e+01	6.875000e+01
9.375000e+01	8.125000e+01
9.375000e+01	9.375000e+01
1.062500e+02	6.250000e+00
1.062500e+02	1.875000e+01
1.062500e+02	3.125000e+01
1.062500e+02	4.375000e+01
1.062500e+02	5.625000e+01
1.062500e+02	6.875000e+01
1.062500e+02	8.125000e+01
1.062500e+02	9.375000e+01
1.187500e+02	6.250000e+00
1.187500e+02	1.875000e+01
1.187500e+02	3.125000e+01
1.187500e+02	4.375000e+01
1.187500e+02	5.625000e+01
1.187500e+02	6.875000e+01
1.187500e+02	8.125000e+01
