5104
6.250000e+00	1.262500e+02
6.250000e+00	1.387500e+02
6.250000e+00	1.512500e+02
6.250000e+00	1.637500e+02
1.875000e+01	1.262500e+02
1.875000e+01	1.387500e+02
1.875000e+01	1.512500e+02
1.875000e+01	1.637500e+02
3.125000e+01	1.262500e+02
3.125000e+01	1.387500e+02
3.125000e+01	1.512500e+02
3.125000e+01	1.637500e+02
4.375000e+01	1.262500e+02
4.375000e+01	1.387500e+02
4.375000e+01	1.512500e+02
4.375000e+01	1.637500e+02
5.625000e+01	1.262500e+02
5.625000e+01	1.387500e+02
5.625000e+01	1.512500e+02
5.625000e+01	1.637500e+02
6.875000e+01	1.262500e+02
6.875000e+01	1.387500e+02
6.875000e+01	1.512500e+02
6.875000e+01	1.637500e+02
8.125000e+01	1.262500e+02
8.125000e+01	1.387500e+02
8.125000e+01	1.512500e+02
8.125000e+01	1.637500e+02
9.375000e+01	1.262500e+02
9.375000e+01	1.387500e+02
9.375000e+01	1.512500e+02
9.375000e+01	1.637500e+02
1.062500e+02	1.262500e+02
1.062500e+02	1.387500e+02
1.062500e+02	1.512500e+02
1.062500e+02	1.637500e+02
1.187500e+02	1.262500e+02
1.187500e+02	1.387500e+02
1.187500e+02	1.512500e+02
1.187500e+02	1.637500e+02
1.312500e+02	1.262500e+02
1.312500e+02	1.387500e+02
1.312500e+02	1.512500e+02
1.312500e+02	1.637500e+02
1.437500e+02	1.262500e+02
1.437500e+02	1.387500e+02
1.437500e+02	1.512500e+02
1.437500e+02	1.637500e+02
1.562500e+02	1.262500e+02
1.562500e+02	1.387500e+02
1.562500e+02	1.512500e+02
1.562500e+02	1.637500e+02
1.687500e+02	1.262500e+02
1.687500e+02	1.387500e+02
1.687500e+02	1.512500e+02
1.687500e+02	1.637500e+02
1.812500e+02	1.262500e+02
1.812500e+02	1.387500e+02
1.812500e+02	1.512500e+02
1.812500e+02	1.637500e+02
1.937500e+02	1.262500e+02
1.937500e+02	1.387500e+02
1.937500e+02	1.512500e+02
1.937500e+02	1.637500e+02
2.062500e+02	1.262500e+02
2.062500e+02	1.387500e+02
2.062500e+02	1.512500e+02
2.062500e+02	1.637500e+02
2.187500e+02	1.262500e+02
2.187500e+02	1.387500e+02
2.187500e+02	1.512500e+02
2.187500e+02	1.637500e+02
2.312500e+02	1.262500e+02
2.312500e+02	1.387500e+02
2.312500e+02	1.512500e+02
2.312500e+02	1.637500e+02
2.437500e+02	1.262500e+02
2.437500e+02	1.387500e+02
2.437500e+02	1.512500e+02
2.437500e+02	1.637500e+02
2.562500e+02	1.262500e+02
2.562500e+02	1.387500e+02
2.562500e+02	1.512500e+02
2.562500e+02	1.637500e+02
2.687500e+02	1.262500e+02
2.687500e+02	1.387500e+02
2.687500e+02	1.512500e+02
2.687500e+02	1.637500e+02
2.812500e+02	1.262500e+02
2.812500e+02	1.387500e+02
2.812500e+02	1.512500e+02
2.812500e+02	1.637500e+02
2.937500e+02	1.262500e+02
2.937500e+02	1.387500e+02
2.937500e+02	1.512500e+02
2.937500e+02	1.637500e+02
3.062500e+02	1.262500e+02
3.062500e+02	1.387500e+02
3.062500e+02	1.512500e+02
3.062500e+02	1.637500e+02
